"","BabyID","Date","Time","BottleAmount","PumpingL","PumpingR","BreastfeedingL","BreastFeedingR","DurationSlept","DurationCried"
"186","1469675","2015-08-07","09:45:00+02:00",110,NA,NA,NA,NA,NA,NA
"187","1469675","2015-08-07","12:25:00+02:00",135,NA,NA,NA,NA,NA,NA
"188","1469675","2015-08-07","15:15:00+02:00",165,NA,NA,NA,NA,NA,NA
"189","1469675","2015-08-07","18:00:00+02:00",90,NA,NA,NA,NA,NA,NA
"190","1469675","2015-08-07","21:00:00+02:00",135,NA,NA,NA,NA,NA,NA
"191","1469675","2015-08-07","23:59:00+02:00",75,NA,NA,NA,NA,NA,NA
"192","1469675","2015-08-08","07:30:00+02:00",130,NA,NA,NA,NA,NA,NA
"193","1469675","2015-08-08","10:30:00+02:00",165,NA,NA,NA,NA,NA,NA
"194","1469675","2015-08-08","14:00:00+02:00",140,NA,NA,NA,NA,NA,NA
"195","1469675","2015-08-08","17:00:00+02:00",135,NA,NA,NA,NA,NA,NA
"196","1469675","2015-08-08","20:00:00+02:00",170,NA,NA,NA,NA,NA,NA
"197","1469675","2015-08-08","23:45:00+02:00",120,NA,NA,NA,NA,NA,NA
"198","1469675","2015-08-09","08:30:00+02:00",135,NA,NA,NA,NA,NA,NA
"199","1469675","2015-08-09","10:00:00+02:00",70,NA,NA,NA,NA,NA,NA
"200","1469675","2015-08-09","12:15:00+02:00",135,NA,NA,NA,NA,NA,NA
"201","1469675","2015-08-09","15:15:00+02:00",170,NA,NA,NA,NA,NA,NA
"202","1469675","2015-08-09","18:30:00+02:00",135,NA,NA,NA,NA,NA,NA
"203","1469675","2015-08-09","20:30:00+02:00",40,NA,NA,NA,NA,NA,NA
"204","1469675","2015-08-09","23:59:00+02:00",135,NA,NA,NA,NA,NA,NA
"205","1469675","2015-08-10","06:15:00+02:00",125,NA,NA,NA,NA,NA,NA
"206","1469675","2015-08-10","09:30:00+02:00",130,NA,NA,NA,NA,NA,NA
"207","1469675","2015-08-10","12:30:00+02:00",135,NA,NA,NA,NA,NA,NA
"208","1469675","2015-08-10","14:30:00+02:00",70,NA,NA,NA,NA,7200,NA
"209","1469675","2015-08-10","17:30:00+02:00",125,NA,NA,NA,NA,NA,NA
"210","1469675","2015-08-10","18:30:00+02:00",85,NA,NA,NA,NA,NA,NA
"211","1469675","2015-08-10","23:30:00+02:00",120,NA,NA,NA,NA,NA,NA
"212","1469675","2015-08-11","08:00:00+02:00",115,NA,NA,NA,NA,NA,NA
"213","1469675","2015-08-11","11:00:00+02:00",165,NA,NA,NA,NA,NA,NA
"214","1469675","2015-08-11","14:45:00+02:00",180,NA,NA,NA,NA,NA,NA
"215","1469675","2015-08-11","18:30:00+02:00",200,NA,NA,NA,NA,NA,NA
